station,angle,angle_1,angle_2,str,fromto,dist
524360-99999,2003-11-27,250.507250082,243.072016453,260.525756547,8,True,37.0442555435
524360-99999,2003-11-27,201.743133848,189.958869148,211.083379056,4,False,30.5210299717
524360-99999,2003-11-22,288.720962237,277.286523807,314.831552392,6,True,32.0195270624
524360-99999,2003-11-22,192.10150892,187.902663384,199.493323062,4,True,25.2338632873
524360-99999,2003-11-22,248.34182595,213.542676859,263.454621611,7,True,32.2039981798
524360-99999,2003-7-25,297.553064232,237.875259914,263.454621611,8,True,28.0537704649
524360-99999,2003-4-11,283.042105434,237.875259914,295.16328794,21,True,40.9659959032
524360-99999,2003-4-11,183.092822326,147.394069898,200.894837864,8,True,17.9962465423
524360-99999,2003-1-11,232.508989443,192.252352463,252.851997941,11,True,29.6538610957
524360-99999,2003-1-11,277.799835032,260.684891522,308.890487688,7,True,39.2206805848
524360-99999,2003-1-31,256.354977203,226.320824334,280.596956889,16,True,34.9051669123
524360-99999,2003-9-23,348.946178681,262.638496619,292.689610395,5,True,26.0538571636
524360-99999,2003-5-21,253.219004075,223.838963072,282.823951021,14,True,33.1077807064
524360-99999,2003-9-28,336.058146251,262.638496619,282.434189421,6,True,28.7120890091
524360-99999,2003-5-26,264.282786077,250.302794615,282.823951021,8,True,33.7158771522
524360-99999,2003-6-10,302.507668545,291.63868201,314.831552392,4,False,47.0703987659
524360-99999,2003-6-5,97.0884057074,85.7568969468,114.385063572,4,True,37.287657511
524360-99999,2003-6-5,2.59710426241,262.638496619,282.259946387,4,True,28.2305117836
524360-99999,2003-6-5,301.145140058,291.63868201,314.831552392,4,False,49.4878025137
524360-99999,2003-6-15,300.575839779,284.078103066,314.831552392,5,False,53.9090847052
524360-99999,2003-6-15,215.416501621,211.083379056,221.730815773,4,False,44.087042284
524360-99999,2003-1-21,243.481265718,192.252352463,275.633657847,28,True,37.0749508097
524360-99999,2003-8-19,259.828150366,251.836985529,263.454621611,5,True,34.9432668591
524360-99999,2003-6-30,270.474561414,260.525756547,284.078103066,6,False,46.296734669
524360-99999,2003-6-30,228.84547296,200.894837864,244.856418947,5,False,32.6648981539
524360-99999,2003-8-14,7.95924395292,269.856316197,282.434189421,4,True,22.6551651404
524360-99999,2003-8-14,256.480005354,249.544498447,263.454621611,8,True,33.9547053481
524360-99999,2003-3-12,260.683716374,237.416628758,282.823951021,13,True,27.2795652279
524360-99999,2003-2-5,193.117345835,185.222712405,205.035449323,4,True,17.252571808
524360-99999,2003-2-5,262.936385841,244.856418947,282.823951021,14,True,32.1614919253
524360-99999,2003-2-5,299.922605979,292.689610395,308.890487688,4,False,47.0453743589
524360-99999,2003-3-17,89.8287427232,67.2727624037,115.818229733,4,True,29.5388125132
524360-99999,2003-3-17,199.697326888,185.222712405,214.631198929,6,True,21.6595165667
524360-99999,2003-3-17,265.240685369,244.856418947,282.823951021,14,True,29.3013114277
524360-99999,2003-7-30,296.216685295,237.875259914,269.856316197,9,True,29.6230289812
524360-99999,2003-2-25,266.337794574,237.416628758,303.44037374,16,True,36.885201012
524360-99999,2003-2-25,215.297307178,192.252352463,230.718486372,8,True,29.7775483384
524360-99999,2003-2-20,290.058218264,282.434189421,303.44037374,5,True,43.6066854452
524360-99999,2003-2-20,231.152412171,192.252352463,262.638496619,16,True,33.1702144315
524360-99999,2003-5-11,93.0906572632,67.2727624037,114.385063572,4,True,26.4280941382
524360-99999,2003-5-11,265.21401239,237.416628758,282.823951021,9,True,29.3279010719
524360-99999,2003-11-17,288.720962237,277.286523807,314.831552392,6,True,32.0195270624
524360-99999,2003-11-17,259.230417348,250.302794615,263.454621611,4,True,29.7338469397
524360-99999,2003-5-16,248.97083238,205.035449323,282.823951021,14,True,30.8694466943
524360-99999,2003-5-16,287.625981017,284.078103066,292.689610395,4,False,53.9713878248
524360-99999,2003-1-1,234.731284834,217.44510144,250.302794615,4,True,27.7044432917
524360-99999,2003-7-15,229.090282547,214.631198929,244.856418947,9,True,36.1636305055
524360-99999,2003-7-15,261.670759001,250.302794615,275.633657847,6,True,31.9824520152
524360-99999,2003-1-6,228.525255118,188.75769677,252.851997941,11,True,28.8886669286
524360-99999,2003-4-26,268.757355672,244.856418947,284.078103066,11,True,34.0246924896
524360-99999,2003-9-18,265.86349314,244.473649483,292.689610395,10,True,28.5919386723
524360-99999,2003-4-21,302.896345845,237.875259914,280.596956889,8,True,27.6087612697
524360-99999,2003-4-21,286.342588414,282.259946387,291.63868201,5,True,48.9147930542
524360-99999,2003-3-27,86.211279942,60.2081282579,115.818229733,6,True,28.5608043977
524360-99999,2003-3-27,262.35714148,244.856418947,282.434189421,12,True,29.5624585766
524360-99999,2003-7-10,243.783911367,214.631198929,263.454621611,11,True,34.3434209693
524360-99999,2003-7-10,277.447739802,265.676090113,295.16328794,5,False,46.2172959819
524360-99999,2003-12-2,295.101102563,275.633657847,314.831552392,6,True,49.3121378025
524360-99999,2003-12-2,251.569426315,244.856418947,260.525756547,7,True,34.9852402026
524360-99999,2003-12-2,201.743133848,189.958869148,211.083379056,4,False,30.5210299717
524360-99999,2003-9-13,76.5495025459,60.2081282579,92.9602225753,4,True,24.0270953677
524360-99999,2003-9-13,264.389385871,235.831795905,294.66995209,12,True,26.0590181143
524360-99999,2003-4-1,83.9046198301,60.2081282579,115.818229733,5,True,27.5298970235
524360-99999,2003-4-1,236.165029053,230.367939232,240.772892607,6,True,40.9169541995
524360-99999,2003-4-1,263.858392526,244.856418947,282.434189421,13,True,31.6440095682
524360-99999,2003-9-3,172.374135112,155.841525614,187.417047198,4,True,17.1266231246
524360-99999,2003-9-3,324.79295926,262.638496619,294.66995209,8,True,30.0061892971
524360-99999,2003-5-6,85.3103304152,67.2727624037,97.7445805014,4,True,36.0664062401
524360-99999,2003-5-6,313.042575271,237.875259914,282.259946387,7,True,24.7343894442
524360-99999,2003-5-6,292.648154292,282.823951021,303.44037374,4,True,45.5662715397
524360-99999,2003-5-1,286.628572382,282.823951021,292.689610395,4,True,47.7676938066
524360-99999,2003-5-1,85.3103304152,67.2727624037,97.7445805014,4,True,36.0664062401
524360-99999,2003-5-1,264.162392762,235.530131521,282.259946387,9,True,32.3009316535
524360-99999,2003-4-6,289.423414645,284.078103066,295.16328794,4,True,57.0408208817
524360-99999,2003-4-6,176.979842003,155.841525614,192.252352463,5,True,11.9829647893
524360-99999,2003-4-6,256.597099736,230.367939232,282.434189421,22,True,36.8682583847
524360-99999,2003-3-7,253.290745437,237.416628758,269.856316197,15,True,34.7303059503
524360-99999,2003-6-20,215.416501621,211.083379056,221.730815773,4,False,44.087042284
524360-99999,2003-1-26,247.198877001,189.958869148,286.813585562,21,True,33.6552058138
524360-99999,2003-6-25,224.814420699,200.894837864,240.772892607,6,False,44.2565524211
524360-99999,2003-3-2,210.991528089,192.252352463,226.320824334,4,True,18.8455761477
524360-99999,2003-3-2,252.739676939,237.416628758,269.856316197,16,True,35.5395984532
524360-99999,2003-3-2,161.164708258,146.290638755,189.958869148,4,False,21.5649615645
524360-99999,2003-7-5,254.882083532,244.856418947,263.454621611,7,True,31.5132399336
524360-99999,2003-7-5,278.806055653,265.676090113,295.16328794,5,False,54.1333869485
524360-99999,2003-10-8,256.696014084,187.902663384,284.078103066,21,True,36.247383243
524360-99999,2003-2-15,247.783582318,185.222712405,303.44037374,29,True,31.4995183816
524360-99999,2003-1-16,244.693100129,192.252352463,275.633657847,27,True,37.4612516437
524360-99999,2003-2-10,242.984398556,185.222712405,282.823951021,19,True,25.6878293302
524360-99999,2003-8-9,332.031152848,252.851997941,263.454621611,5,True,36.6339678966
524360-99999,2003-8-9,353.30138558,269.856316197,294.66995209,5,True,24.9742031937
524360-99999,2003-9-8,172.374135112,155.841525614,187.417047198,4,True,17.1266231246
524360-99999,2003-9-8,273.667251857,250.302794615,294.66995209,11,True,29.735301543
524360-99999,2003-8-4,264.550506123,249.544498447,282.434189421,11,True,28.8077130886
524360-99999,2003-4-16,266.878389352,235.831795905,291.63868201,13,True,33.392173301
524360-99999,2003-10-3,263.335978066,230.367939232,282.823951021,11,True,35.2619303035
524360-99999,2003-3-22,86.211279942,60.2081282579,115.818229733,6,True,28.5608043977
524360-99999,2003-3-22,181.655776557,155.841525614,205.035449323,6,True,15.8308917781
524360-99999,2003-3-22,265.240685369,244.856418947,282.823951021,14,True,29.3013114277
583450-99999,2003-10-13,88.4418450633,69.0358120959,112.547839377,5,True,40.1397386908
583450-99999,2003-10-13,157.112871044,137.962083333,188.838040799,9,True,17.1367920273
583450-99999,2003-10-13,56.1446756367,48.1667711045,63.2552304562,5,False,32.2968903566
583450-99999,2003-8-24,42.8986805267,32.6800778354,57.7688629788,5,True,31.7460779202
583450-99999,2003-8-24,153.866461946,104.406789804,196.128502032,7,True,18.939617358
583450-99999,2003-8-29,28.4936002915,335.525935434,94.2018101065,8,True,31.2871561976
583450-99999,2003-8-29,158.096217053,118.297882127,196.128502032,7,True,15.3714946058
583450-99999,2003-11-27,357.294220594,332.75884455,21.1924031251,9,True,23.6667725987
583450-99999,2003-11-27,156.609514988,128.508787424,188.838040799,8,True,16.4639349033
583450-99999,2003-11-27,58.9499483911,41.8537176584,75.71752326,11,False,39.8505279461
583450-99999,2003-11-22,354.528203507,335.525935434,14.3865030639,6,True,26.735477747
583450-99999,2003-11-22,149.427519378,118.297882127,188.838040799,5,True,16.2598651214
583450-99999,2003-11-22,67.6351897292,16.0704105157,115.473292725,19,False,40.7245487181
583450-99999,2003-7-25,77.7268824138,69.0358120959,82.3470783992,4,True,65.2336962439
583450-99999,2003-4-11,67.0922643442,64.6485421515,69.5393906282,5,True,63.4001862423
583450-99999,2003-4-11,173.573199558,141.674811844,196.128502032,4,True,11.8076881064
583450-99999,2003-4-11,27.5828699162,2.58359849006,48.1667711045,13,False,21.4706360326
583450-99999,2003-4-11,60.0965775107,56.2708804775,63.2552304562,5,False,36.6937972647
583450-99999,2003-4-11,333.9567773,328.047449411,339.494879807,4,False,25.5033301232
583450-99999,2003-1-11,36.05026294,21.1924031251,46.6600565562,5,False,23.6225322001
583450-99999,2003-6-30,98.4734407633,89.3795990062,112.242713497,4,False,33.987317928
583450-99999,2003-9-23,149.207181839,115.473292725,196.128502032,14,True,19.4265107368
583450-99999,2003-9-23,107.52752871,355.680848117,32.3981174393,4,False,20.8051857997
583450-99999,2003-9-23,98.7602826178,86.7439547382,112.547839377,6,False,35.6312770595
583450-99999,2003-9-23,67.8200022303,330.249639442,352.745589496,4,False,26.604229793
583450-99999,2003-5-21,148.868988463,118.297882127,184.594017687,6,True,19.3436173839
583450-99999,2003-9-28,151.724946439,115.473292725,196.128502032,13,True,18.5055412572
583450-99999,2003-9-28,50.6088124699,352.745589496,38.0126311903,10,False,20.4731020388
583450-99999,2003-5-26,152.41533752,118.297882127,184.594017687,6,True,17.0857166649
583450-99999,2003-6-10,73.4079048072,48.1667711045,110.629337655,9,False,37.5918426217
583450-99999,2003-6-5,55.6047426791,16.0704105157,75.71752326,12,False,51.9192668891
583450-99999,2003-6-15,77.2057167288,51.960155007,110.629337655,9,False,40.1395807001
583450-99999,2003-1-21,155.739729526,128.508787424,188.838040799,9,True,16.8897794244
583450-99999,2003-1-21,355.718319434,335.525935434,14.3865030639,9,False,26.9319924973
583450-99999,2003-1-21,59.3208449271,53.6926857977,63.2552304562,7,False,36.9081816004
583450-99999,2003-1-21,74.5712156481,65.8969910229,88.1783164188,7,False,55.671793178
583450-99999,2003-10-18,143.579527842,98.0696404436,169.818074697,10,True,18.0992676378
583450-99999,2003-10-18,54.8854718957,48.1667711045,60.1038366363,5,False,34.8692770887
583450-99999,2003-2-5,168.434357188,141.674811844,196.128502032,9,True,14.38139579
583450-99999,2003-2-5,65.026697703,355.569609783,16.0704105157,6,False,24.0244668164
583450-99999,2003-2-5,37.3536043042,21.1924031251,48.1667711045,8,False,23.3057502474
583450-99999,2003-2-5,66.0823614928,57.7688629788,82.3470783992,10,False,44.001307026
583450-99999,2003-1-31,162.034553223,128.508787424,196.128502032,11,True,16.4954848017
583450-99999,2003-1-31,354.196400453,335.525935434,16.0704105157,10,False,23.5986890922
583450-99999,2003-1-31,42.5116472068,37.8650595248,48.1667711045,5,False,25.018450554
583450-99999,2003-1-31,65.6058185717,56.2708804775,82.3470783992,13,False,44.2042125312
583450-99999,2003-3-12,63.2908923651,345.819340712,16.0704105157,6,False,22.4036813865
583450-99999,2003-3-12,54.1621004454,46.6600565562,60.1038366363,7,False,33.4250459867
583450-99999,2003-3-17,31.0752666581,335.525935434,60.1038366363,16,False,23.1921175645
583450-99999,2003-3-17,91.4283761107,77.510584997,116.47624204,4,False,51.1543032277
583450-99999,2003-7-30,111.059994612,104.406789804,115.473292725,5,True,32.9317255462
583450-99999,2003-7-30,65.4303708632,63.2552304562,69.0358120959,4,False,52.9101545327
583450-99999,2003-2-25,153.414019474,137.962083333,169.818074697,5,True,19.9455994683
583450-99999,2003-2-25,58.7789984927,355.680848117,62.6487996262,13,False,22.2478684293
583450-99999,2003-2-25,337.622289837,328.047449411,345.819340712,6,False,25.159866529
583450-99999,2003-8-19,39.2220247988,20.8387461589,57.7688629788,6,True,28.3346961417
583450-99999,2003-8-19,144.494418087,104.406789804,184.594017687,8,True,24.5986291559
583450-99999,2003-2-20,89.0855805524,75.71752326,104.406789804,4,True,42.3077195478
583450-99999,2003-2-20,161.213643151,137.962083333,188.838040799,6,True,16.2270936065
583450-99999,2003-2-20,42.4076825808,21.1924031251,62.6487996262,9,False,25.2843952017
583450-99999,2003-2-20,337.966737225,332.75884455,344.08728911,4,False,27.6518588589
583450-99999,2003-11-17,343.393000421,328.047449411,355.569609783,7,True,29.1250422055
583450-99999,2003-11-17,152.00185985,112.242713497,196.128502032,13,True,19.6576367837
583450-99999,2003-11-17,63.9732807982,21.1924031251,110.629337655,19,False,39.79277057
583450-99999,2003-10-28,24.7173873277,2.58359849006,46.6600565562,7,True,20.6444916909
583450-99999,2003-10-28,81.7056526402,75.71752326,86.7439547382,4,True,54.808354141
583450-99999,2003-10-28,129.901128144,112.242713497,148.781445827,5,True,24.3077786391
583450-99999,2003-10-28,172.113178621,162.145155432,188.838040799,4,True,10.7804193758
583450-99999,2003-10-28,60.5070424026,54.6242380935,64.6485421515,5,False,54.6881506755
583450-99999,2003-10-28,98.6555774499,88.1783164188,110.629337655,4,False,23.3103508321
583450-99999,2003-11-12,358.924771332,328.047449411,20.8387461589,7,True,24.4447574323
583450-99999,2003-11-12,155.315122046,116.47624204,196.128502032,12,True,17.8263135634
583450-99999,2003-11-12,51.1772960391,21.1924031251,75.71752326,10,False,37.7860532577
583450-99999,2003-1-1,55.8710319808,48.1667711045,63.2552304562,5,True,27.9451835935
583450-99999,2003-1-1,36.05026294,21.1924031251,46.6600565562,5,False,23.6225322001
583450-99999,2003-8-14,137.70132034,104.406789804,184.594017687,8,True,27.2602163834
583450-99999,2003-8-14,87.3221101527,345.819340712,5.86921624869,4,False,22.2881437317
583450-99999,2003-10-23,25.934142587,2.58359849006,46.6600565562,7,True,19.4906347227
583450-99999,2003-10-23,146.499327406,112.547839377,169.818074697,8,True,19.367050755
583450-99999,2003-10-23,54.6866742127,48.1667711045,60.1038366363,6,False,38.2220845521
583450-99999,2003-1-6,55.8710319808,48.1667711045,63.2552304562,5,True,27.9451835935
583450-99999,2003-1-6,36.05026294,21.1924031251,46.6600565562,5,False,23.6225322001
583450-99999,2003-7-20,113.781677949,110.629337655,116.47624204,4,True,28.2979383141
583450-99999,2003-4-26,70.3698953432,63.5862364947,88.1783164188,5,False,50.9323859271
583450-99999,2003-11-7,20.0303856243,5.86921624869,37.8650595248,5,True,21.3211362723
583450-99999,2003-11-7,134.315731806,118.297882127,148.781445827,4,True,19.9763444419
583450-99999,2003-11-7,253.406015754,167.651443557,196.128502032,5,True,11.2128248597
583450-99999,2003-11-7,51.3059063964,38.0126311903,63.5862364947,5,False,29.9765979885
583450-99999,2003-7-15,99.3631670163,82.3470783992,112.547839377,6,False,30.4708524301
583450-99999,2003-9-18,69.4342565249,66.5942999023,72.7684509362,4,True,52.359763472
583450-99999,2003-9-18,146.63532556,110.629337655,196.128502032,15,True,19.8891080817
583450-99999,2003-9-18,86.5387426661,355.680848117,32.3981174393,5,False,18.716217659
583450-99999,2003-9-18,335.865491666,328.047449411,352.745589496,5,False,27.1843481143
583450-99999,2003-4-21,151.617028117,112.547839377,184.594017687,4,False,15.7671858294
583450-99999,2003-3-27,68.9911109825,63.5862364947,75.71752326,7,True,51.3142972291
583450-99999,2003-3-27,20.1404195745,332.75884455,51.960155007,16,False,20.5682863177
583450-99999,2003-3-27,60.396174011,57.7688629788,63.2552304562,5,False,30.4779466904
583450-99999,2003-3-27,133.613135263,110.629337655,162.145155432,9,False,25.859942571
583450-99999,2003-7-10,61.8017349738,58.2041403575,65.8442044059,4,True,47.4752594934
